စွေက်,"[จะเวียก] 1.น.ข้างแรม,เดือนเสี้ยว.  2.ลน.ค่ำ เช่น မွဲစွေက် แรมหนึ่งค่ำ.",
စွိုန်ဗပိုန်,"[จะวอนแปฺ.ปอน]ก.เสวย,เสพย์,ได้รับผล.",
စွံ,"[จอ.]1.ก.เก็บ,วาง.  2.ลน.ส่วน.",
စွံစိုတ်,"[จอ.จอด]ก.วางใจ,ตั้งใจ.",
စွံဇကု,"[จอ.แจฺ.เกา.]ก.ถือตัว,ไว้ตัว,หยิ่ง.",
စွံရေၚ်,"[จอ.เรีฺยง]ก.เก็บไว้เป็นแถว,เรียงเป็นลำดับ,เก็บไว้เป็นระเบียบ.",
ဆ,"[ชะ] 1.พยัญชนะมอญตัวที่7.  2.สัน.แค่,แต่,เพียง,ลำพัง.  3.ลน.เท่า,ส่วน.",
ဆဂး,"[ชะแกฺ.ฮ]สัน.แต่ว่า,แต่ถ้า.",
ဆဍေ,ดู  ခဍေ,
ဆက်,"[ชัก]น.ติด,ต่อ เช่น ต่อเชือก.",
ဆက်ကွာဲ,"[ชักกฺวาย]ก.นำถวาย,ทูลเกล้า.",
ဆက်က္ၜဝ်,"[ชักกะบอ]ก.ชักใย,ติดต่อกัน.",
ဆက်ကဵု,"[ชักกอ] 1.ก.ติดต่อให้,แนะนำให้.  2.ว.ต่อเนื่อง,เกี่ยวเนื่อง.",
ဆက်ဆက်,"[ชักชัก]ว.แท้ ๆ,จริง ๆ,ล้วน ๆ.",
ဆက်ဆေန်,"[ชักเชน]ก.ติดต่อกัน,สืบต่อกัน,สืบทอด,สืบเนื่อง.",
ဆက်ဆောမ်,"[ชักโชม]ก.สื่อสัมพันธ์,สื่อสาร,ติดต่อ,ชักแนะ.",
ဆက်ပါၚ်,"[ชักปาญ]ก.ประสานสัมพันธ์,ติดต่อ.",
ဆက်ဗ္ဂိန်,"[ชักแปฺ.กิฺน]ก.นำประเคน,ขึ้นประเคน.",
ဆၚ်,[ชัง]ก.กระโดด(จากที่สูงลงสู่ที่ต่ำ)เช่น ဆၚ်ဍာ် กระโดดน้ำ.,
ဆၚ်ရာ,ดู  ဟၚ်ရာ,
ဆတ်,"[ชอด]ก.ปัก,เสียบ,เหน็บ.",
ဆတ္တ,"[ชอดตะ]น.ฉัตร,ร่ม.",
ဆတ္တဝ်,"[ชอดตอ]ว.จริง,แท้.",
ဆတ္တာ,[ชอดตา]น.ช่างตัดผม.,
ဆဒ္ဒန်,[ชอดตฺอน]น.ช้างฉัททันต์.,
ဆန်,"[ชอน] 1.ก.ประพันธ์. 2.ก.แบ่ง,เฉลี่ย.",
ဆန်က္ၜန်,"[ชอนกะบอน]ก.คุ้ยเคย,สนิทสนม.",
ဆန္ဒ,"[ชอนแตฺ.] 1.น.ฉันทลักษณ์,กาพย์กลอน.  2.น.ความพอใจ,ความมุ่งมั่น.",
ဆန္ဒအစါ,[ชอนแตฺ.อะจา]น.นักประพันธ์.,
ဆပ်,[ชอบ]น.ข้าวฟ่าง.,
ဆပ်ဖျာ,[ชอบพฺยา]น.สบู่.,
ဆပ်ဖျာဗတဳ,[ชอบพฺยาแปฺ.ตอย]น.สบู่ทราย.,
ဆဝ်,"[ชอ]ก.บอกบุญ,แนะนำ.",
ဆဝ်လဝ်,"[ชอลอ]ก.บอกบุญ,ส่งเสริม,แนะนำ.",
ဆအ်,"[ชอ.]ก.ใส่,ยัด,บรรจุ เช่น ဆအ်စုတ် ยัดใส่.",
ဆာ,[ชา]ว.เหลว.,
ဆာ်,"[ชาจ]ก.ข่วน,ตะกุย.",
ဆာၚ်,[ชาญ]น.ฉาบ(เครื่องดนตรี).,
ဆာန်,[ชาน]ก.รัก.,
ဆာန်ကၟိန်,"[ชานกะมิน]ก.รักใคร่,เอ็นดู.",
ဆာန်ဍူ,"[ชานดู]ก.สงสาร,เอ็นดู.",
ဆာံဆာံ,"[ชามชาม]ว.เท่า ๆ เดิม,สม่ำเสมอ.",
ဆာဲ,"[ชาย] 1.ก.ขนถ่าย,เท,ริน.  2.ว.สวย,งดงาม.",
ဆိ,[ชิ]น.อวัยวะเพศหญิง.,
ဆီ,"[ชิม]น.โลหิต,เลือด.",
ဆီဗဍူ,"[ชิมแปฺ.ดู] 1.น.เลือดคั่ง,เลือดช้ำ.  2.ก.ห้อเลือด.",
ဆီသ္ၚိပမတ်,"[ชิมฮอย.ปะมอด]น.โลหิตระดู,เลือดประจำเดือน.",
ဆဳ,"[ชี]ก.เคลื่อน,ไหว,กระดิก.",
ဆဳခၠန်,"[ชีคฺลอน]ก.คลอน,สั่นไหว.",
ဆု,"[ชุ]น.ไม้,เนื้อไม้.",
ဆုကြက်ဂြၚ်,[ชุกฺรักแกฺฺรง]น.ไม้กระพี้เขาควาย.,
ဆုကၠ,[ชุกฺละ]น.ไม้สัก.,
ဆုကဝါန်,[ชุกะวาน]น.ไม้กระวาน.,
ဆုကွိတ်,[ชุกฺวิด]น.ไม้มะขวิด.,
ဆုကွေဲ,[ชุเกฺวีย]น.ไม้แคป่า.,
ဆုကွေဟ်,[ชะเกฺว.ฮ]น.ไม้ตะเคียน.,
ဆုကောန်ကၠၚ်,[ชุโกนกฺลัง]น.กาฝาก.,
ဆုခၜေါမ်,"[ชุคะโบม]น.ไม้กลม,ไม้ท่อน.",
ဆုဂနဳ,[ชุแกฺ.นีฺ]น.ไม้ตะแบก.,
ဆုၚ်,"[เชิง]ก.ดม,จูบ เช่น ဆုၚ်သၟူ ดมกลิ่น.",
ဆုၚာ်,[ชุงาจ]น.ไม้ฝาง.,
ဆုဇၜိုတ်,[ชุแจฺ.บอด]น.ไม้ยาง.,
ဆုတ်,"[ชุด] 1.ก.ผายลม,ตด.  2.ก.ถอย,ร่น.",
ဆုတဝ်ပနုတ်,[ชุตอปะนุด]น.ไม้ด้ามสิ่ว.,
ဆုဒကုတ်,[ชุแตฺ.กุด]น.ไม้ท่อน.,
ဆုဒက်,[ชุแตฺก]น.ไม้ทำแปรงสีฟัน.,
ဆုဒေဝဒါ,"[ชุเตฺแวฺ.แตฺ-า]น.ไม้สักขี,ไม้เทพทาโร.",
ဆုနာဍူ,[ชุแนฺ-าดู]น.ไม้ประดู่.,
ဆုပၞာၚ်သေံ,[ชุปะนาญเซม]น.ไม้สน.,
ဆုပြာန်,[ชุปฺราน]น.ไม้แดง.,
ဆုဖါ,[ชุพา]น.ไม้เคี่ยม.,
ဆုမယိ,"[ชะแมฺ.ยิฺ]น.ไม้เจ้าป่า,ต้นไม้ที่เทพาอารักษ์สิงสถิตอยู่.",
ဆုဲ,"[ชุย]ก.หลีก,ถอย,เลื่อน.",
ဆုလေ,[ชุเล]น.ต้นหางนกยูง.,
ဆုဝိ,[ชุวฺิ]น.ไม้มะเดื่อ.,
ဆုသက,[ชุซะกะ]น.ไม้ที่ใช้ทำแปรงถูฟัน.,
ဆုသြိုဟ်,[ชุซอ.ฮ]น.ไม้คาง.,
ဆုအနာၚ်,[ชุอะนฺาญ]น.ไม้กันเกรา.,
ဆူ,[ชู] 1.ก.เขียน.  2.ก.ลับ เช่น ဆုမရ ลับมีดโต้.  3.น.ไม้ถ่อ.,
ဆူဒလူ,"[ชูแตฺ.ลฺู]ว.เซไปเซมา,โซซัดโซเซ.",
ဆေကြတ်,"[เชกฺรอด]ก.ขัดขวาง,ขัดข้อง,กีดขวาง,สกัด.",
ဆၚ်,"[ชอญ] 1.ว.ควร,เหมาะ,เกี่ยว,เนื่อง. 2.น.ร้านค้า.",
ဆေၚ်ကဵု,"[ชอญกอ]ว.เหมาะกับ,เกี่ยวข้องกับ,ควรแก่.",
ဆေၚ်စပ်,"[ชอญจอบ]ว.เกี่ยวเนื่อง,เกี่ยวกับ.",
ဆေတ်,"[เชด]ก.หลีก,เลี่ยง,ลื่น,ไถล,แฉลบ.",
ဆေတ်ဒလူ,"[เชดแตฺ.ลฺู]ก.เดินโซเซ,ล้มลุกคลุกคลาน.",
ဆေတာ,"[เชตา]ก.ต้านทาน,ขัดขืน,ป้องกัน.",
ဆေဒဝ်,"[เชตอฺ]ก.ขัดขวาง,ป้องกัน,ก.ห้ามปราม",
ဆေန်ဆက်,"[เชนชัก]ก.สืบต่อ,ต่อเนื่องมา.",
ဆေပလာဲ,[เชปะลาย]น.เจตพังคี.,
ဆေပလေ,[เชปะเล]น.สายฟ้า.,
ဆေပလေဒြေပ်,[เชปะเลเตฺฺรบ]ก.ฟ้าแลบ.,
ဆေရေ,"[เชเร]ว.คล้ายกัน,เสมอกัน.",
ဆော,[เชา]ลน.คู่  เช่น ဒၞပ်မွဲဆော รองเท้า1คู่.,
ဆောတ်,"[โชด]ว.ไม่แท้,ปลอม,ไม่แน่นอน.",
ဆောတ်ယောၚ်,"[โชดโยฺง]ว.ปลอม,ไม่แท้,ไม่แน่นอน,ผิดพลาด.",
ဆောဖဝက်,"[เชาพะวัก]น.สหาย,คู่ครอง,คู่หู.",
ဆောံ,"[โชม]ก.สิ้นสุด,จบลง,สูญเสีย.",
ဆောမ်ဆက်,"[โชมชัก]ว.สัมพันธ์กัน,เกี่ยวเนื่องกัน.",
ဆောမ်ဗျ,"[โชมแปฺฺย.]ก.เลิกแล้วต่อกัน,เลิกติดต่อกัน.",
ဆောသိက်,"[เชาเซิจ]ก.ติเตียน,ต่อว่า,สาปแช่ง.",
ဆံက်,[ชอก]น.ฟาง.,
ဆံက်ဗွဝ်,[ชอกแปฺ.วฺอ]น.กองฟาง.,
ဆံၚ်,[ชอง]น.คำกระตุ้นให้ทำการอย่างใดอย่างหนึ่ง เช่น  ยุให้ต่อสู้กัน.,
ဆံၚ်ဒဴ,[ชองแตฺ-า]ก.ไล่ให้หนีไป.,
ဆံၚ်ပညန်,[ชองปะญอน]ก.ทำให้แน่นหนา.,
ဆံၚ်ဗက်,"[ชองแปฺก]ก.ขับไล่,ไล่ตาม.",
ဆံၚ်လုပ်,"[ชองลฺุบ]ก.ย่องเข้าไป,เข้าไปหา.",
ဆံၚ်ဝက်,"[ชองแวฺก]ก.รับใช้,การทำ,บรรเลง,แสดง.",
ဆံလံ,"[ชอ.ลอ.] 1.ว.เต็มไปด้วยความยินดี,ร่าเริง.  2.ก.พะเน้าพะนอ.",
ဆိုက်,"[ชิาก]ว.ใกล้,จวน,เกือบ.",
ဆိုက်စလောံ,"[ชิากจะโล.]ก.เชื่อม,ประสาน,ทำให้ติดต่อกัน.",
ဆိုက်ညန်,"[ชิากญฺอน]ว.ใกล้ ๆ,ใกล้เคียง.",
ဆိုက်တန်,"[ชิากตอน]ว.ใกล้จะตั้งขึ้น,ใกล้จะก่อขึ้น.",
ဆိုက်ပထာန်,[ชิากปะทาน]ก.เดินเป็นแถว.,
ဆိုက်ပရာပ်,"[ชิากปะราบ]ว.ใกล้จะถึง,ใกล้เข้ามา.",
ဆိုက်ဗ္ဒန်,"[ชิากแปฺ.ตฺอน]ว.คุ้นเคย,เชี่ยวชาญ.",
ဆိုန်,[ชอน]ก.ขยำ.,
ဆဵု,"[เชอ]ก.เห็น,พบ,เจอ.",
ဇ,[แจฺ.] 1.พยัญชนะมอญตัวที่8. 2.น.ปู่ทวด.,
ဇကု,"[แจฺ.เกา.] 1.น.ตัว,ตน,กาย.  2.ลน.รูป,องค์.",
ဇကုကာယ,"[แจฺ.เกา.กายะ]น.ตัว,ตน,ร่างกาย,ตัวตน.",
ဇကုစၟး,"[แจฺ.เกา.จะมะฮ]น.ตัวเปล่า,ตัวเปลือย.",
ဇဂုတ်,"[แจฺ.กฺุด]ก.ต่อราคา,ต่อรอง.",
ဇကေက်,"[แจฺ.เกียก]ก.เหลา,เสี้ยม,ทำให้แหลม.",
ဇကေက်မြောဟ်,"[แจฺ.เกียกแมฺ.โรฺฮ]ก.ทำให้แหลม,เหลา,เสี้ยม.",
ဇခဳ,"[แจฺ.คี]น.เสมียน,เลขานุการ,เจ้าหน้าที่.",
ဇၚာၚ်,[แจฺ.งฺาญ]น.สะโพก.,
ဇၚာၚ်ဂၞိၚ်,[แจฺ.งฺาญแกฺ.เนิฺญ]น.สะโพก.,
ဇတဝ်,[แจฺ.ตอ]ก.สั่น เช่น ตัวสั่น.,
ဇတဝ်ဂရိုက်,"[แจฺ.ตอแกฺ.ริฺาก]ก.สั่นสะเทือน,สั่นไหว.",
ဇတာ,[แจฺ.ตา]น.ชะตา.,
ဇတုက်ကၠိက်,[แจฺ.เติกเกฺลิจ]น.โรคลมบ้าหมู.,
ဇနပဒ,[แจฺ.แนฺ.ปะแตฺ.]น.ชนบท.,
ဇနိက်,[แจฺ.เนฺิจ]น.ม่าน.,
ဇနူ,"[แจฺ.นฺู]น.ที่พักชั่วคราว,ที่พักอาศัย.",
ဇနော်,"[แจฺ.โนฺก]ว.โต,ใหญ่.",
ဇနး,[แจฺ.แนฺ.ฮ]ก.ชนะ.,
ဇနးပိုတ်,[แจฺ.แนฺ.ฮปอด]น.ชนบท.,
ဇပဝ်,[แจฺ.ปอ]ว.อ้อม.,
ဇပိုတ်,ดู  ထပိုတ်,
ဇဖန်,"[แจฺ.พอน]ว.เมื่อ,ขณะ,ขณะที่.",
ဇဖှ်ကလဟ်,ดู ကလဟ်လဖှ်,
ဇဗၠု,[แจฺ.ปฺฺลุ]น.พลู.,
ဇမန်,"[แจฺ.มฺอน]น.พวงมาลา,พวงมาลัย.",
ဇမိက်,[แจฺ.เมิฺจ] 1.น.ชาวนา.  2.ช่วงหนึ่ง ๆ ของการทำงาน เช่น ฤดูลงนา.,
ဇမိက်ဗ္ၚ,"[แจฺ.เนิฺจแปฺ.แงฺ.]น.ชาวนา,เกษตรกร.",
ဇမိၚ်,[แจฺ.เมฺิญ] 1.ก.ตะเข็บ.  2.น.ช่างตัดเสื้อ.,
ဇမူ,"[แจฺ.มฺู]ก.พักผ่อน,พักเหนื่อย.",
ဇမောဝ်,"[แจฺ.โมฺ]น.ลำธาร,ช่องน้ำไหล,กระแสน้ำ.",
ဇမိုတ်ဇိုၚ်,"[แจฺ.เมิฺดจิฺาง]น.ผ้าเช็ดเท้า,ที่เช็ดเท้า.",
ဇရ,"[แจฺ.แรฺ.]น.กาก,ขยะ,เศษ.",
ဇရန်ဇရာ,"[แจฺ.รฺอนแจฺ.แรฺ-า]ว.เซ่งแซ่,อื้ออึง,สับสน.",
ဇရာ,"[แจฺ.แรฺ-า] 1.น.ความแก่,ความชรา.  2.ว.แล้วแต่.",
ဇရာန်,[แจฺ.รฺาน]น.คำมั่นสัญญา.,
ဇရာံ,"[แจฺ.รฺาม]น.ยุ้ง,ฉาง.",
ဇရာံဖလူ,"[แจฺ.รฺามพะลู]น.โรงเก็บสินค้า,โกดัง,คลัง.",
ဇရဳ,[แจฺ.รีฺ]น.โอ่ง เช่น  ဇရဳဍာ် โอ่งน้ำ.,
ဇရဳဇရ,[แจฺ.รีฺแจฺ.แรฺ.]น.โอ่งอ่าง.,
ဇရုၚ်,[แจฺ.เริฺง]น.หวดนึ่งข้าวเหนียว.,
ဇရေၚ်,[แจฺ.เรีฺยง]บุพ.บริเวณใกล้ ๆ.,
ဇရေဟ်,"[แจฺ.เรฺ.ฮ]น.โซ่,ตรวน.",
ဇရေဟ်တဏှာ,[แจฺ.เรฺ.ตอนฮา]น.บ่วงตัณหา.,
ဇရေဟ်ပသဲ,"[แจฺ.เรฺ.ฮปะซัว]น.โซ่เหล็ก,ตรวนเหล็ก.",
ဇရေဟ်ပး,"[แจฺ.เรฺ.ฮปะฮ]น.บ่วงโซ่,บ่วง.",
ဇရောပ်သြိုဟ်,[แจฺ.โรฺบซอฮ]น.ผ้าสะไบ.,
ဇရိုဟ်,"[แจฺ.เรฺอ.ฮ]ก.ผลัก,ดัน.",
ဇလ,[แจฺ.แลฺ.]น.หนาม.,
ဇလာ,[แจฺ.แลฺ-า]น.เรือชะล่า(เรือขุดปากบานก้นแบน).,
ဇလာဲ,ดู ဒလာဲ,
ဇလေံ,[แจฺ.เลฺ.]ก.ทำให้สั้น.,
ဇလေံဇပဝ်,"[แจฺ.เลฺ.แจฺ.ปอ]ว.วกวน,อ้อมค้อม,ตีสำนวน.",
ဇဝါ,[แจฺ.แวฺ-า]น.ชาวชะวา.,
ဇဝေါဝ်,"[แจฺ.โวฺ] 1.ก.ไหล.  2.น.ทาง,ช่อง,กระแส.",
ဇဝေါဝ်ဍာ်ရှမတ်,[แจฺ.โวฺดาจระมอด] 1.ก.หลั่งน้ำตา. 2.น.สายน้ำตา.,
ဇဝေါဝ်ဖျေံ,[แจฺ.โวฺเพฺย.ฮ]ก.ทำให้ไหลลง,
ဇဟန်,"[แจฺ.ฮอน]น.จังหัน,อาหาร.",
ဇဟန်ဒမျိုၚ်,"[แจฺ.ฮอนตฺอมยฺิาง]น.อาหารที่ยังไม่ได้ทำให้สุก,อาหารดิบ.",
ဇဟန်မဖျိန်,[แจฺ.ฮอนแมฺ.พฺยิน]น.อาหารที่ทำให้สุก.อาหารสุก.,
ဇဟာၚ်,"[แจฺ.ฮาญ] 1.น.หน่วยตวง,ฟายมือ.  2.ลน.ฟายมือ.",
ဇဟာသဳ,"[แจฺ.ฮาซอย]ว.รุนแรง,สาหัส,ดุเดือด,โหดร้าย,ทารุณ.",
ဇၜေက်,"[แจฺ.บอจ]ก.ข่ม,หลับ เช่น ဇၜေက်မတ် หลับตา.",
ဇၜိုတ်,[แจฺ.บอด] 1.น.ยาง(ไม้).  2.ว.เหนียว.,
ဇအေဟ်,"[แจฺ.เอฮ]ว.เหม็นคาว,คาว.",
ဇအောအ်,"[แจฺ.โอฮ]ก.อาเจียน,สำรอก.",
ဇအး,[แจฺ.อะฮ]ก.ทำให้สะอาด.,
ဇအိုန်,"[แจฺ.ออน]ว.เลี่ยน,สะอิดสะเอียน,หน่าย,ระอา.",
ဇအိုန်က္ဍုဟ်,"[แจฺ.ออนกะดุฮ]ก.รังเกียจ,เกลียดชัง,เบื่อหน่าย.",
ဇအိုန်ဇရ,"[แจฺ.ออนแจฺ.แรฺ.]ก.เบื่อหน่าย,เกลียดชัง,รังเกียจ.",
ဇက်,"[แจฺก] 1.ก.ชัก,เข็น เช่น ဇက်ဂၠုၚ် เข็นเรือ.  2.ก.ยก เช่น ဇက်ပၞာန် ยกทัพ,เคลื่อนเป็นขบวน.  3.ก.กู้ ဇက်သြန် กู้เงิน.  4.ก.ล่อง เช่น ဇက်က္ၜၚ် ล่องเรือ. 5.ก.สี เช่น ဇက်ဂြဝ် สีซอ.  6.ก.แล่น,ซ่าน เช่น ဂျိဇြုံဇက်တိုန်ကောန်စိုတ် พิษงูแล่นเข้าหัวใจ.  7.ก.เลื่อย เช่น ဇက်ဆု เลื่อยไม้.",
ဇက်လမျီု,"[แจฺกลฺอมเยิฺม]ก.หายใจรวยริน,หายใจแผ่ว,อาการของสิ่งมีชีวิตเวลาใกล้จะสิ้นใจ.",
ဇက်သဳ,"[แจฺกซอย]ก.ชักผ้าบังสุกุล,พิจารณาผ้าบังสุกุล.",
ဇၚ်မံၚ်,[แจฺงมฺอง]น.นกกระทุง.,
ဇၚ်ရာဲ,[แจฺงรฺาย]น.เหลือบ.,
ဇတ်,"[จฺอด]ก.แห้ง,งวด เช่น น้ำงวดลง.",
ဇတ်သ္ကဟ်,"[จฺอดซะกอ.ฮ]ก.แห้งขอด,แห้งผาก.",
ဇန်,"[จฺอน] 1.น.ช้อน.  2.ก.ร้อย,ร้อยกรอง,เรียบเรียง.  3.น.ชน,ผู้คน.",
ဇန်ပိန္ဍပါတ်,[จฺอนปินดะปาด]น.ทัพพี.,
ဇန်အပြံက်,"[จฺอนอะปฺรอก]น.ช้อนกระเบื้อง,ช้อนแกง,ช้อนสั้น.",
ဇပ်က္ဍပ်,"[จฺอบกะดอบ]ว.พอเหมาะ,พอดี,เข้าที.",
ဇမ်ကှ်,[จฺอมกอ.ฮ] 1.ว.แห้ง.  2.ก.ทำให้แห้ง.,
ဇမ်ကာတ်,"[จฺอมกาด]ว.ดุร้าย,ร้ายกาจ,ร้อนจัด เช่น တ္ၚဲဇမ်ကာတ် แดดร้อนจัด.",
ဇမ်ကေက်,"[จฺอมเกียก]ว.แหลม,คม.",
ဇမၞောဝ်,[จฺอมโนฺ] 1.น.รอยฟกช้ำ เช่น รอยที่เกิดจากการถูกทุบตี2.ว.เป็นรอย.,
ဇမၞော်,"[จฺอมโนฺก]น.หัวหน้า,ผู้นำ,ผู้เป็นใหญ่.",
ဇမၞော်ကွာန်,"[จฺอมโนฺกกฺวาน]น.ผู้ใหญ่บ้าน,ผู้นำหมู่บ้าน.",
ဇမၞော်ဂြိုပ်,"[จฺอมโนฺกเกฺฺริบ]น.หัวหน้าป่าไม้,เจ้าหน้าที่รักษาป่า.",
ဇမၞော်ဂုက်,[จฺอมโนฺกเกิฺก]น.หัวหน้าเรือนจำ.,
ဇမၞော်ဒါန်,"[จฺอมโนฺกตฺาน]น.ทายก,ผู้นำพิธี.",
ဇမၞော်ဗာန်ဒါ,[จฺอมโนฺกปฺานแตฺ-า]น.หัวหน้าการคลัง.,
ဇမၞး,[จฺอมแนฺ.ฮ]น.ชัยชนะ.,
ဇမ္မုဒိပ်,[จฺอมมฺุติฺบ]น.ชมพูทวีป.,
ဇမ္မုနတ်,[จฺอมมฺุนฺอด]น.ทองชมพูนุท.,
ဇမ္မုရဟ်,[จฺอมมฺุรฺอ.ฮ]น.ชมพู่ชนิดหนึ่ง.,
ဇမြ,"[จฺอมแรฺ.]น.ความร่วงโรย,ความเหี่ยวแห้ง.",
ဇမၠိၚ်,"[จฺอมเลฺิญ]น.ความยาว,ด้านยาว.",
ဇမၠိၚ်,ดู  ဓလိၚ်,
ဇမၠိၚ်အာယုက်,"[จฺอมเลิฺญอาเยฺิก]ก.ต่ออายุ,ทำให้อายุยืน.",
ဇမၠေံ,[จฺอมเลฺ.] 1.น.ความสั้น.  2.ว.สั้น.,
ဇဝ်,[จฺอ] 1.น.ช่อ.  2.ก.ออกช่อ เช่น ဇဝ်ပ္ကဴ ช่อดอกไม้.,
ဇဝ်တရၚ်,"[จฺอตะรัง]น.สลักประตู,ลูกดาน,กลอนประตู.",
ဇှ်,ดู  ဇွဟ်,
ဇါ,"[แจฺ-า]น.ข่าย,ตาข่าย เช่น  ဇါက ข่ายดักปลา.",
ဇါၚ်ၚု,[จฺาญงฺุ]น.ชาดก้อน.,
ဇါတ်,"[จฺาด]น.ชาดก,เรื่องเล่า.",
ဇါတရုပ်,[แจฺ-าตะรฺุบ]น.ทองคำ.,
ဇါတ်သပါ,[จฺาดซะปา]น.พญางู.,
ဇါတိ,"[แจฺ-าตอย.]น.ชาติกำเนิด,ถิ่นเกิด.",
ဇာတိသိုၚ်,[แจฺ-าติซิาง]น.ราชสีห์.,
ဇါဒြာဲ,[แจฺ.ตฺราย]น.ข่ายดักสัตว์.,
ဇါဒိဖဵု,[แจฺ-าติฺพอ]น.ลูกจันทน์.,
ဇါဒိသိုၚ်,[แจฺ-าติฺซิาง]น.ราชสีห์.,
ဇါပ်,"[จฺาบ]ก.ซึม,ซึมซับ,จับคราบ.",
ဇါဗြောန်,"[แจฺ.โปฺฺรน]น.ตาข่ายไม้ไผ่,แผงไม้ไผ่(มักใช้ทำฝาเรือน).",
ဇါမနဳ,[แจฺ-าแมฺ.นีฺ]น.เยอรมันนี.,
ဇါလဂေါဝ်,"[แจฺ.แลฺ.โกฺ]น.สายน้ำ,ธารน้ำ.",
ဇါလဳ,[แจฺ-าลีฺ]น.เสื้อเกราะ.,
ဇိက်,[เจฺิจ]ก.ไถ เช่น ဇိက်တိ ไถนา.,
ဇိက်ဗ္ၚမ္ၚိုဝ်,[เจฺิจแปฺ.แงฺ.แมฺ.เงฺอ]ก.ทำพิธีแรกนาขวัญ.,
ဇိက်ဗနိက်,[เจฺิจแปฺ.เนิฺจ]ก.ค้าขาย.,
ဇိၚ်,"[เจฺิญ]ก.เย็บ,ร้อย เช่น ဇိၚ်ဇမန် ร้อยพวงมาลัย.",
ဇိပ်ဂၠိပ်,"[จฺิบกฺฺลิบ]ว.อ่อนโยน,น่ารักใคร่,ละเอียดอ่อน,ประณีต.",
ဇီ,[จฺิม]ก.ซึมออก เช่น  น้ำซึม.,
ဇိဝိ,[จฺิวฺิ]น.ชีวิต.,
ဇိဝိတာ,[จฺิวิฺตา]น.ชีวิต.,
ဇဳ,"[จฺี] 1.น.เทียน.  2.ว.ทุกอย่าง,ถ้วน,ทั่วไป.",
ဇဳကာံ,[จฺีกาม]น.เทียนแกลบ.,
ဇဳခရဳ,"[จีฺคะรี]ว.ทุกอย่างทุกอย่าง,มีพร้อมสรรพ.",
ဇဳဇၟတ်,[จฺีแจฺ.มฺอด]น.เทียนตาตั๊กแตน.,
ဇဳဇပ်,[จฺีจฺอบ]ว.พร้อมเพรียง.,
ဇဳဒမျိုၚ်,[จฺีตฺอมยิฺาง]น.เทียนดำ.,
ဇဳဒိုပ်,[จฺีเตฺิบ]น.เทียนเยาวภาณี.,
ဇဳနက်,[จฺีแนฺก]น.เทียนดำ.,
ဇဳပလေၚ်,[จีฺปะลอญ]น.เทียนข้าวเหนียว.,
ဇဳဗ္ကေတ်,[จฺีแปฺ.เกด]น.เทียนแดง.,
ဇဳဗ္တာၚ်,[จีฺแปฺ.ตาญ]น.เทียนขาว.,
ဇဳယှာ,[จฺียา]น.เทียนสะระแหน่.,
ဇဳရှာ,[จฺีรา]น.เทียนยี่หร่า.,
ဇဳဝက,[จฺีแวฺ.กะ]น.หมอชีวก.,
ဇဳဝိတ,[จฺีวิฺตะ]น.ชีวิต.,
ဇဳဝီု,[จฺีเวิม]น.ชีวิต.,
ဇု,[จฺุ]น.น้องของปู่ย่าตายาย.,
ဇုက်,"[เจฺิก] 1.น.เชือก,เถา,สาย.  2.ลน.สาย,เส้น.  3.น.สาแหรก,เหล่าก่อ,ญาติสายเดียวกัน.",
ဇုက်ကနိ,[เจิฺกกะนอย.]น.เถาดีปลี.,
ဇုက်ကနေၚ်,"[เจิฺกกะเนียง]น.เครื่องผูกมัด,เชือกสำหรับผูก,เชือกสำหรับมัด.",
ဇုက်ကမာၚ်,[เจิฺกกะมาญ]น.เชือกปลอกที่เท้าช้าง.,
ဇုက်ကယဝ်,[เจิฺกกะยอ]น.เถาปะคำดีควาย.,
ဇုက်ကၠီ,[เจิฺกกฺลิม]น.เชือกชนิดหนึ่งทำด้วยเปลือกไม้.,
ဇုက်ကံချေံ,[เจิฺกกอ.เคฺย.ฮ]น.เชือกผูกม้า.,
ဇုက်ဂညာ,[เจิฺกแกฺ.แญฺ-า]น.เชือกชนิดหนึ่งทำด้วยเปลือกไม้.,
ဇုက်ဂၞၚ်,[เจิฺกแกฺ.แนฺง]น.คันนา.,
ဇုက်ဂရေဟ်,[เจฺิกแกฺ.เรฺ.ฮ]น.สายโซ่.,
ဇုက်ဂြိုပ်,[เจิฺกเกฺฺริบ]น.เถาวัลย์.,
ဇုက်ဂဟေက်,[เจิฺกแกฺ.เฮีฺยก]น.เชือกบางเหียนม้า.,
ဇုက်ဂတ်ဂၞိၚ်,"[เจิฺกกฺอดแกฺ.เนิฺญ]น.เข็มขัด,ผ้ารัดเอว,ผ้าคาดพุง.",
ဇုက်စၞာံ,[เจิฺกจะนาม]น.เชือกหนัง.,
ဇုက်စၞာံ,[เจิฺกจะนาม]น.เชือกหนัง.,
ဇုက်စရိုတ်,[เจิฺกจะรอด]น.เชือกรัดท้องช้าง.,
ဇုက်တ္ၚ,[เจิฺกตะงะ]น.สายธนู.,
ဇုက်တမၞာတ်က္ၜၚ်,[เจิฺกตอมนาดกะบัง]น.เถาชะเอม.,
ဇုက်ဒရဲ,"[เจิฺกแตฺ.รัฺว]น.เชือกแขวน,เชือกรั้งไม่ให้วัตถุทรงสูงล้มหรือเอียง.",
